Business_Area,Country_Desc,Company_Nam,Cust_ID,Material_ID,month,Year,Quantity,Revenue
BA-E New Machines,United States,US45 - San,420,5672,12,2015,0,22.98
BA-E Service,Netherlands,4500 - ATT,418,1143,11,2015,21,771.15
BA-E Service,United States,US10 - ATT,2015,4657,9,2016,4,57.44
BA-E New Machines,Netherlands,NL50 - Roya,2781,3385,2,2016,25,92.5
NULL,China,NULL,2980,6275,7,2016,20000,32317.34
BA-E Service,Italy,4500 - ATT,388,1215,3,2016,1,49.71
BA-E New Machines,United States,US10 - ATT,428,3036,5,2016,1,23367.89
BA-E Service,Argentina,4500 - ATT,418,75,5,2015,3,124.83
BA-E Service,Hungary,DE10 - ATT,362,3777,2,2015,1,14.34
BA-E Service,United States,CA50 - ATT,377,1999,1,2016,2,166.76
NULL,New Zealand,NULL,398,6275,10,2016,0,132540
BA-E Service,Netherlands,7500 - ATT,140,2730,11,2016,-1,0
BA-E New Machines,Belgium,BE10 - ATT,2000,3324,9,2016,2,464.07
BA-E New Machines,United States,US10 - ATT,577,5268,10,2015,1,2595.62
BA-E New Machines,Netherlands,NL10 - ATT,599,5633,5,2017,0,0
BA-E Service,United Kingdom,4500 - ATT,388,1352,4,2015,2,131.78
BA-E Service,Germany,4900 - ATT,620,1706,11,2015,6,54.31
BA-E Service,Poland,DE10 - ATT,377,3738,10,2016,1300,1274.01
BA-E Service,United States,US20 - ATT,2762,5053,6,2016,2,0
BA-E New Machines,Netherlands,NL10 - ATT,2083,1496,11,2016,8,44.49
BA-E Service,Germany,DE15 - ATT,2933,6128,4,2015,10,0
BA-E Service,Japan,DE10 - ATT,377,5249,5,2016,150,319.5
BA-E Service,United States,US10 - ATT,756,3953,6,2016,1,75.1
BA-E Service,Spain,4500 - ATT,4,736,2,2015,2,18.5
BA-E Service,Germany,2900 - ATT,391,5724,10,2015,6,30.15
BA-E Service,United States,US10 - ATT,1636,2844,5,2015,5,111.93
BA-E New Machines,Canada,CA10 - ATT,869,5217,10,2015,1,348.88
BA-E New Machines,United States,US50 - ATT,741,2071,5,2015,1,90.48
BA-E New Machines,Austria,AT10 - ATT,1526,4322,2,2015,1,0
BA-E Service,Austria,AT10 - ATT,3428,3810,11,2015,2,324.28
BA-E Service,Germany,DE15 - ATT,1158,4537,4,2016,2,3.64
BA-E New Machines,Germany,DE15 - ATT,2108,1497,8,2015,1,14.03
BA-E Service,China,4500 - ATT,388,323,3,2016,1,31.41
BA-E New Machines,Germany,NL50 - Roya,377,3247,9,2016,3,27.11
BA-E Service,Greece,4500 - ATT,278,1013,6,2015,36,20.52
BA-E New Machines,Denmark,4500 - ATT,418,6060,12,2016,1,2905.44
BA-E Service,United States,US10 - ATT,971,4363,2,2015,24,149.25
BA-E Service,Germany,4500 - ATT,2317,1354,12,2016,2,350.6
BA-E Service,Argentina,4500 - ATT,418,2369,11,2015,15,583.2
BA-E Service,United States,US20 - ATT,1733,2497,7,2015,2,515.52
BA-E Service,Germany,4900 - ATT,2860,1318,7,2015,2,20.16
BA-E Service,Denmark,4500 - ATT,418,1676,5,2016,2,76.9
BA-E Service,Germany,DE15 - ATT,238,5197,1,2016,10,59.31
BA-E Service,New Zealand,NZ20 - Farm,2451,2674,12,2016,5,311.65
BA-E Service,United States,US10 - ATT,1734,4764,3,2015,4,154.34
BA-E Service,New Zealand,NZ20 - Farm,2721,2685,3,2016,1,86.57
BA-E New Machines,United Kingdom,UK01 - ATT,2224,4401,7,2016,0,0
BA-E Service,United States,US50 - ATT,435,2034,4,2016,30,146.25
BA-E New Machines,India,4500 - ATT,418,5926,11,2015,0,0
BA-E Service,China,4500 - ATT,388,268,12,2016,10,155.9
BA-E Service,Bulgaria,4500 - ATT,365,1677,5,2015,2,42.91
BA-E Service,Belgium,1010 -ATT,2823,1800,4,2016,2.00E+05,4756
BA-E Service,United States,4500 - ATT,388,504,2,2015,20,33.8
BA-E Service,Germany,4500 - ATT,2322,2275,3,2015,2,5301.9
BA-E Service,Uruguay,4500 - ATT,868,159,12,2015,4,2186.87
BA-E Service,United States,6500 - ATT,3104,1178,3,2016,2,797.81
BA-E Service,Germany,4900 - ATT,1879,1627,10,2016,2,702
NULL,Japan,NULL,398,6275,7,2015,20000,39620
BA-E Service,Netherlands,DE10 - ATT,377,5246,6,2016,1,55.73
BA-E Service,United States,6500 - ATT,3141,5643,3,2016,0,5335.2
BA-E Service,United States,US10 - ATT,985,2954,3,2016,12,43.59
BA-E Service,Brazil,US10 - ATT,376,4917,12,2015,3,130.35
BA-E Service,Canada,6600 - ATT,2538,617,5,2016,0,0
NULL,NULL,DE10 - ATT,2442,5290,6,2015,0,0
BA-E New Machines,Netherlands,NL50 - Roya,1596,3349,6,2015,6,274.05
BA-E Service,Japan,8700 - ATT,1558,896,8,2015,1,0.29
BA-E New Machines,France,DE10 - ATT,1162,3473,12,2016,8,40.27
NULL,Germany,NULL,2754,6275,11,2015,1000,0
BA-E New Machines,China,CN01 - ATT,2362,2645,12,2016,600,317.94
BA-E Service,Costa Rica,4500 - ATT,1335,485,6,2015,1,28.34
BA-E New Machines,Germany,NL50 - Roya,377,4438,4,2016,4,763.24
BA-E New Machines,Denmark,DK15 - ATT,1887,4448,4,2015,1,220.24
BA-E Service,Ireland,4500 - ATT,418,641,3,2015,1,18.59
BA-E Service,NULL,UK01 - ATT,377,4639,7,2016,12,224.23
NULL,Netherlands,NULL,398,6275,11,2014,5000,0
BA-E Service,Spain,4500 - ATT,4,1285,1,2015,1,133.43
BA-E New Machines,NULL,NULL,2442,6275,5,2016,1000,19984
BA-E Service,Spain,2900 - ATT,398,5831,1,2015,3,3.83
BA-E Service,United States,6500 - ATT,2218,891,2,2016,3,216.14
BA-E Service,Germany,DE15 - ATT,1106,3995,5,2015,1,146
BA-E Service,Netherlands,NL10 - ATT,1937,6275,11,2015,1,0
BA-E Service,Switzerland,CH10 - ATT,2648,4512,9,2015,8,238.16
BA-E Service,United States,US50 - ATT,2228,2129,6,2015,1,59.59
BA-E Service,Slovakia,4200 - ATT,2915,1631,11,2016,4,54.92
BA-E New Machines,New Zealand,NZ10 - ATT,3442,5482,8,2016,4,162.67
BA-E Service,United States,US45 - San,2165,5675,1,2016,0,27.11
NULL,China,NULL,398,6275,9,2015,14000,0
BA-E New Machines,Germany,NZ30 - ATT,377,4224,8,2016,1,11854.63
BA-E New Machines,United States,US10 - ATT,1605,3114,1,2016,14,314.35
BA-E Service,Cyprus,4500 - ATT,1182,1319,6,2016,8,201.04
BA-E Service,China,US10 - ATT,357,2931,5,2016,6,12.35
BA-E Service,France,1310 - ATT,2892,6253,5,2016,1000,356926
BA-E Service,Australia,AU10 - ATT,1606,4095,8,2015,8,50.34
BA-E Service,United Kingdom,UK01 - ATT,2733,2637,1,2016,2,49.02
BA-E New Machines,Canada,CA10 - ATT,1935,4826,12,2016,1,125.06
BA-E New Machines,Canada,CA10 - ATT,1889,3794,9,2016,1,21.98
BA-E Service,Germany,DE15 - ATT,1548,4404,9,2015,138,645.84
BA-E Service,France,1310 - ATT,2886,6265,12,2016,1.00E+05,5500
BA-E Service,Turkey,DE10 - ATT,377,3883,9,2016,4,171.72
BA-E New Machines,United States,US32 - ATT,2526,3045,4,2015,4,93.69
BA-E Service,Germany,DE10 - ATT,377,3774,10,2016,4,10.69
BA-E New Machines,Austria,DE10 - ATT,362,4215,6,2016,1,89.71
BA-E Service,Norway,1120 - ATT,335,6167,9,2016,1000,0
BA-E Service,NULL,3010 - ATT,2442,6261,3,2016,0,840.26
NULL,Japan,NULL,398,6275,11,2016,2000,14900
BA-E Service,France,4500 - ATT,419,743,3,2016,2,19.72
BA-E Service,Netherlands,4500 - ATT,418,1136,3,2015,1,43.68
BA-E Service,Denmark,DK15 - ATT,1536,3423,2,2015,20,1022.94
BA-E Service,South Africa,4500 - ATT,358,156,5,2015,1,6.48
BA-E Service,Japan,8700 - ATT,3223,843,10,2015,2,0.69
BA-E Service,Italy,1510 - ATT,186,6236,3,2016,1000,5592
NULL,Poland,NULL,415,6275,6,2015,18000,134820
BA-E Service,United Kingdom,4500 - ATT,388,2203,1,2016,1,2042.02
BA-E Service,Austria,AT10 - ATT,3428,3924,4,2015,2,21.72
BA-E Service,Netherlands,7500 - ATT,1713,5645,11,2016,1,520.96
BA-E Service,United States,US10 - ATT,21,2960,8,2016,1,57.82
BA-E New Machines,Australia,AU10 - ATT,832,5533,7,2015,1,63.95
BA-E Service,Netherlands,4500 - ATT,418,236,4,2015,9,70.89
BA-E Service,Singapore,8100 - ATT,3178,1019,6,2015,1,3.34
BA-E New Machines,Turkey,DE10 - ATT,377,4014,7,2016,5,17.98
BA-E Service,France,9300 - ATT,2844,235,7,2015,2,125.58
BA-E Service,Turkey,4500 - ATT,418,1298,3,2015,2,50.02
BA-E Service,Latvia,6330 - ATT,3378,467,3,2015,0,0
BA-E Service,Denmark,7100 - ATT,2438,5628,10,2015,0,536.29
BA-E Service,Denmark,7100 - ATT,3311,2264,8,2015,5,1234.62
BA-E Service,China,4500 - ATT,418,126,7,2015,2,182.15
BA-E Service,South Africa,2900 - ATT,358,5773,5,2016,1,44.36
BA-E Service,Germany,DE15 - ATT,179,3529,11,2016,5,28.55
BA-E Service,Italy,DE10 - ATT,377,4072,6,2015,100,37
BA-E New Machines,Poland,NL50 - Roya,377,3360,10,2015,41,6011.83
BA-E Service,United States,6500 - ATT,1319,593,1,2016,0,0
BA-E Service,Austria,DE10 - ATT,362,3496,9,2015,1,12.79
BA-E Service,Canada,US10 - ATT,377,4780,11,2015,2,12.45
BA-E Service,Germany,DE15 - ATT,2180,4414,3,2016,1,411.53
BA-E Service,Germany,2010 - ATT,3446,12,9,2016,10000,2408
BA-E Service,United States,US45 - San,3479,2997,10,2015,1,80.45
BA-E Service,Austria,4500 - ATT,365,607,4,2016,1,2.33
BA-E Service,Netherlands,4500 - ATT,418,2260,1,2015,1,3.22
BA-E Service,France,4500 - ATT,419,1141,12,2016,3,56.97
BA-E Service,Germany,4900 - ATT,1288,567,10,2015,1,0.76
BA-E Service,Canada,4500 - ATT,2944,342,9,2015,4,62.92
BA-E Service,Germany,DE15 - ATT,2703,4326,1,2016,5,40.5
BA-E New Machines,Canada,CA50 - ATT,2984,2297,9,2015,108,0
BA-E New Machines,France,FR50 - ATT,1211,3877,12,2016,1,731.15
NULL,Korea,NULL,3546,6275,5,2015,0,2800
BA-E Service,Russian Federation,4500 - ATT,418,1102,10,2015,1,6.55
BA-E New Machines,United Arab Emirates,4500 - ATT,389,5645,6,2015,0,2611.7
BA-E New Machines,Netherlands,NL50 - Roya,2564,3368,10,2015,2,196
BA-E Service,Spain,6700 - ATT,282,1634,4,2016,4,0
BA-E New Machines,Russian Federation,9400 - ATT,418,6033,10,2015,1,2819
BA-E Service,Germany,4900 - ATT,2478,581,10,2015,1,4.9
BA-E New Machines,Belgium,7000 - ATT,619,2231,5,2016,0,4943.88
BA-E Service,United States,US10 - ATT,972,2901,8,2016,8,773.36
BA-E Service,Netherlands,1010 -ATT,3363,6173,4,2016,80000,4960
BA-E Service,United States,6500 - ATT,2022,5605,7,2016,0,212.72
BA-E Service,Netherlands,NL10 - ATT,2097,4485,3,2016,2,19.66
BA-E Service,Hong Kong,4500 - ATT,418,95,9,2015,4,143.91
NULL,NULL,NL50 - Roya,2442,3192,9,2015,0,0
NULL,China,NULL,292,6275,4,2017,1.00E+05,216547.31
NULL,Switzerland,NULL,2383,6275,11,2015,3000,97200
BA-E Service,United States,3010 - ATT,1913,110,2,2016,16000,14972
BA-E Service,Ireland,4500 - ATT,418,1750,12,2015,3,4.1
BA-E Service,Hungary,DE10 - ATT,362,3599,5,2016,4,4.99
BA-E New Machines,United States,US45 - San,2716,3024,9,2016,1,3.89
BA-E Service,Germany,2010 - ATT,1400,1804,11,2016,1000,7902
NULL,Belgium,NULL,398,6275,4,2016,4000,7028
BA-E Service,Spain,4500 - ATT,418,5412,6,2016,1,2066.32
BA-E New Machines,Italy,DE10 - ATT,377,1466,1,2016,10,8.6
BA-E Service,Germany,4500 - ATT,382,776,3,2016,29,24.74
BA-E Service,Turkey,4500 - ATT,418,134,1,2016,0,0
NULL,Poland,NULL,415,6275,7,2016,5000,5530
NULL,United States,NULL,3549,6275,4,2014,0,53473.84
BA-E Service,Panama,4500 - ATT,2350,1279,1,2015,2,356.26
BA-E Service,Switzerland,4500 - ATT,383,5349,6,2015,2,711.7
BA-E Service,Canada,CA10 - ATT,966,2955,4,2015,0,0
BA-E Service,Poland,PL10 - ATT,2509,4587,2,2016,20,103.27
BA-E New Machines,France,FR50 - ATT,906,4460,4,2015,2,213.89
BA-E Service,Germany,4900 - ATT,2827,1751,10,2015,1,9.15
BA-E Service,China,8500 - ATT,3525,587,8,2015,4,10.27
BA-E New Machines,Hungary,2010 - ATT,2126,6161,4,2016,1000,0
BA-E Service,Germany,2900 - ATT,391,5727,11,2015,2,939.9
BA-E Service,United States,US20 - ATT,2491,2936,6,2016,2,565.23
BA-E Service,United States,US10 - ATT,3020,4783,5,2016,3,394.88
BA-E Service,Germany,DE15 - ATT,3094,3756,6,2016,100,60
BA-E Service,Mexico,5200 - ATT,1000,969,3,2015,5,144.3
BA-E Service,France,DE10 - ATT,377,371,11,2016,8,0
BA-E Service,Bangladesh,2900 - ATT,1486,5574,5,2016,1,235
NULL,Netherlands,NULL,398,6275,9,2015,1000,2667
BA-E Service,Canada,CA50 - ATT,1203,1972,12,2016,4,1.79
BA-E Service,Denmark,DK10 - ATT,377,3410,12,2015,10,160.41
BA-E Service,United States,US43 - ATT,2782,5656,11,2015,0,148.71
NULL,Netherlands,NULL,398,6275,5,2015,2000,59640
BA-E Service,Germany,DE15 - ATT,1547,1511,3,2015,5,197.1
NULL,Netherlands,NULL,398,6275,4,2015,37000,0
BA-E Service,United Kingdom,UK01 - ATT,2547,2613,4,2015,1,467.01
BA-E Service,Germany,4500 - ATT,382,1922,9,2015,1,269.45
NULL,Denmark,NULL,398,6275,9,2015,1000,22050
BA-E Service,Denmark,7100 - ATT,797,5602,6,2016,0,33.24
BA-E New Machines,Spain,ES10 - ATT,171,2640,8,2016,1,135
BA-E Service,Singapore,4500 - ATT,418,1469,12,2015,18,792.36
BA-E New Machines,Germany,DE15 - ATT,1548,3790,2,2016,1,23.31
BA-E Service,United States,US10 - ATT,2627,4700,3,2015,2,98.83
BA-E New Machines,Germany,DE15 - ATT,722,5194,6,2015,2,112.8
BA-E New Machines,Spain,ES10 - ATT,1704,3838,1,2015,12,1753.68
BA-E New Machines,Singapore,9400 - ATT,418,6003,5,2015,1,507
BA-E Service,Sweden,DK15 - ATT,1665,3450,6,2016,1,494.21
BA-E Service,United States,US10 - ATT,3020,5028,9,2015,0,8501.37
NULL,NULL,DE10 - ATT,2442,4393,3,2015,0,0
BA-E Service,Mexico,5200 - ATT,1032,1231,5,2016,1,547.98
BA-E New Machines,Russian Federation,CA50 - ATT,2055,1968,5,2016,0,0
BA-E Service,United States,US10 - ATT,146,5649,9,2015,0,1013.92
BA-E Service,Canada,CA50 - ATT,1203,1936,3,2016,6,2.89
BA-E Service,United States,US45 - San,2900,5658,2,2015,0,4554.06
BA-E Service,Germany,DE15 - ATT,486,3637,9,2016,2,4.94
BA-E New Machines,Turkey,9000 - WS T,1867,6090,11,2016,0,0
BA-E New Machines,United States,US10 - ATT,750,4802,4,2015,1,115.18
BA-E New Machines,Germany,NL50 - Roya,377,3257,4,2015,1,257.13
BA-E Service,United States,US10 - ATT,2490,4905,2,2016,2,97.94
BA-E Service,Argentina,5400 - ATT,670,495,5,2015,1,4.69
NULL,South Africa,NULL,398,6275,5,2014,1000,157
BA-E Service,United States,4500 - ATT,388,5387,3,2015,0,611.3
BA-E New Machines,Saudi Arabia,6700 - ATT,1708,5962,8,2015,0,0
BA-E Service,Lithuania,4500 - ATT,365,720,12,2016,2,4.27
BA-E Service,Argentina,AR10 - ATT,2736,2541,5,2016,10,11.89
BA-E Service,United States,6500 - ATT,1911,5634,5,2017,0,0
BA-E Service,Canada,6500 - ATT,388,979,4,2016,1,14.53
BA-E Service,Bosnia and Herzegovina,6300 - ATT,1694,969,6,2016,1,20.83
BA-E Service,France,1020 - ATT,924,1807,9,2016,2000,14701
NULL,NULL,NL50 - Roya,2442,3182,10,2016,0,0
BA-E Service,Japan,8700 - ATT,1927,1692,4,2015,0,0.72
BA-E Service,Netherlands,4500 - ATT,418,1034,4,2016,6,38.46
BA-E New Machines,Germany,DE15 - ATT,238,4419,5,2016,0,251.25
BA-E Service,Finland,4500 - ATT,418,667,5,2015,3,10.2
BA-E New Machines,Germany,DE15 - ATT,176,5126,4,2015,50,2.69
NULL,Germany,NULL,1129,6275,1,2016,72000,0
BA-E Service,China,8800 - ATT,2988,1573,10,2016,6,28.28
BA-E Service,Norway,DK15 - ATT,2765,1426,11,2015,15,48.01
BA-E New Machines,Japan,DE10 - ATT,377,3339,8,2016,2,21.42
BA-E Service,Switzerland,4500 - ATT,419,737,3,2015,3,13.41
BA-E Service,France,1310 - ATT,2445,1838,7,2016,1000,10992
BA-E New Machines,United States,US32 - ATT,13,3091,1,2015,2,131.08
BA-E Service,Croatia,6360 - ATT,3408,6107,12,2015,3,217.01
BA-E Service,Saudi Arabia,2900 - ATT,389,5849,7,2016,10,394.2
BA-E New Machines,France,FR50 - ATT,906,4276,12,2016,1,654.59
BA-E Service,Belgium,7000 - ATT,640,5634,2,2016,0,2504
BA-E Service,Netherlands,7500 - ATT,1071,1043,8,2015,0,105.13
BA-E Service,Canada,6600 - ATT,2536,857,11,2015,1,326.09
NULL,Denmark,NULL,398,6275,3,2016,1.00E+05,11050
BA-E Service,Singapore,4500 - ATT,418,576,11,2016,9,11.86
BA-E Service,Germany,4900 - ATT,2387,1063,6,2016,2,380.84
BA-E New Machines,France,FR50 - ATT,3046,4159,2,2016,4,39.61
BA-E Service,Brazil,BR10 - ATT,2682,6275,8,2015,5,127.83
BA-E Service,France,9300 - ATT,2206,689,10,2016,1,5.51
BA-E Service,Argentina,AR10 - ATT,541,2558,9,2016,6,68.61
BA-E New Machines,Netherlands,NL10 - ATT,1937,1394,4,2016,60,100.2
BA-E Service,Germany,4900 - ATT,3237,5605,4,2015,0,600
BA-E Service,Russian Federation,6200 - ATT,3163,969,6,2015,1,25.28
BA-E Service,Germany,DE15 - ATT,2071,4606,7,2016,2,98.42
BA-E Service,Brazil,FR20 - ATT,376,2439,10,2015,20,487
BA-E Service,United States,US10 - ATT,2631,4942,2,2015,1,0
NULL,Switzerland,NULL,396,6275,6,2014,1000,24120
BA-E Service,United States,US20 - ATT,2870,2919,5,2015,1,0
BA-E Service,Netherlands,7500 - ATT,1087,5570,4,2017,0,284
BA-E New Machines,Germany,DE15 - ATT,647,1493,7,2015,15,55.06
BA-E Service,Brazil,BR10 - ATT,1282,1406,2,2016,10,218.14
BA-E New Machines,Italy,1510 - ATT,2084,6272,12,2016,1000,1037100
BA-E Service,Germany,4900 - ATT,2752,335,9,2015,2,16.6
NULL,Germany,NULL,410,6275,3,2016,4000,179760
BA-E New Machines,Canada,9400 - ATT,418,6015,7,2015,1,5200
BA-E Service,Spain,2900 - ATT,398,5729,8,2016,4,18.04
BA-E Service,France,1310 - ATT,1599,1840,10,2016,2000,52161
BA-E Service,Germany,DE10 - ATT,377,4097,11,2015,2,5.38
BA-E New Machines,Germany,DE15 - ATT,1802,4040,5,2016,3,32.84
NULL,United States,NULL,288,6275,1,2015,-1000,0
NULL,China,NULL,3533,6275,8,2015,0,0.14
BA-E Service,Germany,DE15 - ATT,574,5258,10,2015,4,57.9
BA-E New Machines,Canada,6500 - ATT,388,668,3,2015,1,0
BA-E Service,Argentina,5400 - ATT,2012,1416,2,2016,1,560.84
BA-E New Machines,Ukraine,DE10 - ATT,416,5232,6,2016,1,43.66
NULL,NULL,FR20 - ATT,2442,4206,2,2015,0,0
BA-E Service,Spain,4500 - ATT,418,765,6,2016,2,61.4
BA-E Service,United States,4500 - ATT,388,5361,1,2015,2,190.18
BA-E New Machines,Germany,DE15 - ATT,2192,5301,4,2016,1,1282.36
BA-E New Machines,Turkey,TR10 - ATT,1585,4422,12,2015,2,897.1
BA-E New Machines,Netherlands,NL50 - Roya,2190,3295,11,2015,6,161.26
BA-E New Machines,Germany,DE15 - ATT,3333,3993,1,2015,1,2788.87
BA-E Service,Poland,PL10 - ATT,1602,5596,6,2015,0,0
BA-E Service,Belgium,7000 - ATT,3382,1259,12,2015,0,1055.88
BA-E Service,Italy,2900 - ATT,1994,478,10,2016,0,64.59
BA-E Service,Germany,DE15 - ATT,3457,3851,12,2015,12,8.64
BA-E Service,Finland,DK15 - ATT,2211,3559,9,2015,6,69.99
BA-E Service,United States,US45 - San,1639,5668,1,2017,0,140.07
NULL,Czech Republic,NULL,398,6275,11,2015,12000,0
BA-E New Machines,France,DE10 - ATT,377,350,12,2015,233,93.8
NULL,United States,NULL,681,6275,8,2016,4000,213190.28
BA-E Service,Poland,PL10 - ATT,2486,4481,2,2016,2,285.97
BA-E New Machines,Netherlands,NL50 - Roya,585,3227,5,2015,18,60.08
BA-E Service,Denmark,7100 - ATT,1525,922,5,2016,2,89.76
BA-E Service,Germany,DE15 - ATT,1482,1733,12,2016,10,2.9
BA-E Service,Spain,6700 - ATT,188,2722,4,2015,14,56.42
NULL,Netherlands,NULL,398,6275,8,2016,75000,97912
BA-E Service,Germany,2010 - ATT,1420,1862,1,2016,2000,13707
BA-E Service,China,8800 - ATT,2973,962,3,2016,1,20.75
NULL,NULL,NL50 - Roya,2442,3394,11,2015,0,0
BA-E Service,Spain,ES10 - ATT,1797,4504,4,2015,10,323.5
BA-E Service,Poland,PL10 - ATT,1317,4492,11,2015,6,22.43
BA-E Service,Germany,6500 - ATT,418,2472,11,2016,1,778.94
BA-E Service,Japan,8700 - ATT,1382,747,5,2015,0,0.02
BA-E Service,Chile,5600 - ATT,1472,954,8,2015,7,2.17
BA-E Service,France,4500 - ATT,419,1703,11,2015,2,1.75
BA-E Service,United States,6500 - ATT,2876,5793,9,2016,15,48.92
BA-E Service,New Zealand,DE10 - ATT,390,3709,11,2015,20,26.2
BA-E Service,Hungary,4210 - ATT,2796,1699,12,2015,27,16.6
BA-E Service,New Zealand,NZ30 - ATT,377,5522,4,2015,1728,5480.26
BA-E New Machines,United States,US45 - San,1149,5686,2,2015,0,22.96
BA-E New Machines,United States,CA50 - ATT,377,2165,1,2015,2,0
BA-E New Machines,Belgium,BE10 - ATT,994,3857,7,2015,1,1415.92
BA-E Service,Canada,CA50 - ATT,1206,2029,4,2015,2,97.25
BA-E Service,Belgium,4500 - ATT,418,5647,12,2016,0,428.38
BA-E Service,China,2900 - ATT,398,5886,1,2015,6,167.4
BA-E Service,Japan,8700 - ATT,3144,977,12,2015,0,0.95
BA-E New Machines,Spain,DE10 - ATT,377,4658,10,2015,2,7.14
BA-E Service,Lithuania,PL10 - ATT,562,5274,6,2015,3,38.9
BA-E Service,Russian Federation,RU01 - LLCÃ,82,3753,10,2016,120,816.78
BA-E Service,Germany,DE15 - ATT,1545,3622,4,2016,10,57.1
BA-E Service,Germany,6500 - ATT,418,1680,11,2016,5,298.61
BA-E New Machines,Canada,CA50 - ATT,1722,2111,1,2016,4,86.15
NULL,France,NULL,398,6275,4,2017,1000,2040
BA-E Service,Portugal,6700 - ATT,1965,1029,5,2015,20,337.2
BA-E New Machines,Germany,DE15 - ATT,485,4039,8,2016,6,65.37
BA-E Service,United States,US10 - ATT,2239,2791,12,2015,20,85.62
BA-E Service,Belgium,DE10 - ATT,377,1445,9,2016,3,9.33
BA-E Service,Argentina,AR10 - ATT,549,2573,3,2015,1,104.81
BA-E Service,United States,6500 - ATT,214,606,8,2015,4,139.41
BA-E Service,United States,4500 - ATT,388,83,3,2016,8,600.8
BA-E New Machines,Germany,DE10 - ATT,377,4745,9,2015,16,22.28
BA-E Service,United States,US20 - ATT,1050,4948,5,2016,1,12.72
BA-E Service,Turkey,9000 - WS T,2764,682,9,2016,2,5.41
NULL,Czech Republic,NULL,2552,6275,6,2016,5000,2146.61
BA-E Service,United States,6500 - ATT,2219,5599,11,2015,0,574.55
BA-E Service,United States,US50 - ATT,1515,2053,12,2016,2,19.09
NULL,Germany,NULL,410,6275,8,2014,134000,2047
NULL,Belgium,NULL,398,6275,11,2016,7000,130830
BA-E Service,Germany,DE10 - ATT,377,1735,2,2016,200,54.9
BA-E Service,Germany,DE15 - ATT,2702,3913,2,2015,5,185.31
BA-E Service,Japan,DE10 - ATT,377,4460,7,2015,5,538.7
BA-E New Machines,Denmark,DK10 - ATT,377,3398,2,2015,15,195.21
BA-E New Machines,Netherlands,NL50 - Roya,1626,3367,9,2016,8,866.64
NULL,Germany,NULL,1647,6275,8,2015,24000,0
BA-E Service,Spain,6700 - ATT,1743,751,7,2015,4,196.55
NULL,NULL,UK01 - ATT,2442,2619,8,2015,0,0
BA-E New Machines,Mexico,1020 - ATT,458,6191,11,2016,1000,162712
BA-E Service,Germany,DE15 - ATT,490,3640,12,2016,1,7.62
BA-E New Machines,Austria,DE10 - ATT,362,3590,12,2015,49,44.64
BA-E Service,Germany,DE15 - ATT,2192,4547,12,2015,3,5.07
BA-E Service,Canada,US10 - ATT,377,4954,3,2015,9,320.1
BA-E Service,United States,4500 - ATT,388,1352,4,2015,7,456.05
NULL,Germany,NULL,799,6275,2,2015,6000,0
BA-E Service,Italy,2900 - ATT,2511,480,8,2015,1,36.69
BA-E New Machines,Iceland,NL50 - Roya,377,3216,11,2015,12,378.48
BA-E Service,Belgium,7000 - ATT,3234,2270,4,2016,1,1571.74
BA-E Service,Germany,DE15 - ATT,1168,414,12,2015,1,85.67
BA-E Service,Japan,8700 - ATT,2300,840,4,2015,1,0.29
NULL,Poland,NULL,398,6275,3,2014,0,122682
NULL,NULL,NL50 - Roya,2442,3316,5,2016,0,0
BA-E Service,Germany,DE15 - ATT,2760,3890,6,2016,2,15.16
BA-E Service,Germany,4900 - ATT,1595,1117,6,2015,1,141.55
BA-E Service,Denmark,7100 - ATT,2116,293,8,2015,1,2.35
BA-E New Machines,United States,US50 - ATT,2376,2316,4,2016,1,0
BA-E Service,Germany,DE10 - ATT,377,3629,5,2015,6,148.39
BA-E Service,Germany,4900 - ATT,3488,1347,6,2015,1,245.36
BA-E Service,United Kingdom,UK01 - ATT,1749,2635,8,2015,10,427.06
BA-E New Machines,Germany,DE15 - ATT,532,2462,2,2016,3,41242.76
BA-E New Machines,Russian Federation,RU01 - LLCÃ,59,4133,8,2015,2,765.12
BA-E Service,Italy,2900 - ATT,2625,1069,5,2015,1,275.84
BA-E New Machines,France,FR50 - ATT,3399,380,9,2015,1,728.53
BA-E New Machines,Singapore,8100 - ATT,448,5646,11,2015,0,1556.66
NULL,NULL,NL50 - Roya,2442,6275,3,2017,0,0
BA-E New Machines,United States,US10 - ATT,1906,2776,3,2015,4,52.06
BA-E Service,Russian Federation,6200 - ATT,616,606,3,2016,1,15.66
BA-E Service,Japan,2900 - ATT,1069,5870,5,2016,1,56.72
BA-E Service,Russian Federation,RU01 - LLCÃ,99,378,5,2016,2,344.68
BA-E Service,Japan,8700 - ATT,849,5790,11,2016,0,0.54
BA-E Service,New Zealand,NZ20 - Farm,1657,2677,3,2015,6,176.98
BA-E Service,Netherlands,DE10 - ATT,377,4751,10,2016,25,133
BA-E Service,Germany,DE15 - ATT,1789,3541,4,2016,18,128.84
BA-E Service,France,FR50 - ATT,651,3915,2,2016,1,58.09
BA-E Service,China,4500 - ATT,388,1461,11,2016,5,68.66
BA-E New Machines,United States,US10 - ATT,12,3113,10,2016,2,35.78
BA-E Service,France,1310 - ATT,315,1824,11,2016,1000,1009
BA-E Service,Germany,2010 - ATT,3036,6246,12,2016,11000,3040
